token,tag
for fifteen space heater,sentence
find,O
me,O
every,B_quantity
instances,O
of,O
boards,B_mep_obj
find me every instances of boards,sentence
for,O
three,B_quantity
room,B_mep_obj
heater,I_mep_obj
for three room heater,sentence
8,B_quantity
objects,O
of,O
valve,B_mep_obj
8 objects of valve,sentence
give,O
25,B_quantity
instances,O
of,O
segments,B_mep_obj
give 25 instances of segments,sentence
show,O
me,O
30,B_quantity
objects,O
of,O
segment,B_mep_obj
show me 30 objects of segment,sentence
choose,O
four,B_quantity
electrical,B_mep_obj
outlet,I_mep_obj
choose four electrical outlet,sentence
find,O
six,B_quantity
objects,O
of,O
air,B_mep_obj
terminal,I_mep_obj
find six objects of air terminal,sentence
mark,O
30,B_quantity
switch,B_mep_obj
mark 30 switch,sentence
give,O
me,O
74,B_quantity
pipe,B_mep_obj
fitting,I_mep_obj
give me 74 pipe fitting,sentence
find,O
45,B_quantity
examples,O
of,O
fittings,B_mep_obj
find 45 examples of fittings,sentence
find,O
controller,B_mep_obj
find controller,sentence
highlight,O
100,B_quantity
electric,B_mep_obj
board,I_mep_obj
highlight 100 electric board,sentence
show,O
thirteen,B_quantity
items,O
of,O
duct,B_mep_obj
fitting,I_mep_obj
show thirteen items of duct fitting,sentence
choose,O
3,B_quantity
room,B_mep_obj
heater,I_mep_obj
choose 3 room heater,sentence
give,O
me,O
15,B_quantity
fittings,B_mep_obj
give me 15 fittings,sentence
select,O
fourteen,B_quantity
filter,B_mep_obj
select fourteen filter,sentence
highlight,O
5,B_quantity
flow,B_mep_obj
instrument,I_mep_obj
highlight 5 flow instrument,sentence
highlight,O
15,B_quantity
waste,B_mep_obj
terminal,I_mep_obj
highlight 15 waste terminal,sentence
select,O
74,B_quantity
examples,O
of,O
pumps,B_mep_obj
select 74 examples of pumps,sentence
show,O
20,B_quantity
filters,B_mep_obj
show 20 filters,sentence
each,B_quantity
examples,O
of,O
filters,B_mep_obj
each examples of filters,sentence
choose,O
8,B_quantity
fitting,B_mep_obj
choose 8 fitting,sentence
find,O
me,O
ten,B_quantity
controller,B_mep_obj
find me ten controller,sentence
give,O
6,B_quantity
elements,O
of,O
fan,B_mep_obj
give 6 elements of fan,sentence
show,O
fifteen,B_quantity
control,B_mep_obj
element,I_mep_obj
show fifteen control element,sentence
highlight,O
one,B_quantity
fans,B_mep_obj
highlight one fans,sentence
53,B_quantity
objects,O
of,O
controllers,B_mep_obj
53 objects of controllers,sentence
find,O
me,O
7,B_quantity
appliance,B_mep_obj
find me 7 appliance,sentence
give,O
all,B_quantity
cable,B_mep_obj
segment,I_mep_obj
give all cable segment,sentence
show,O
7,B_quantity
examples,O
of,O
protective,B_mep_obj
device,I_mep_obj
show 7 examples of protective device,sentence
give,O
100,B_quantity
flow,B_mep_obj
storage,I_mep_obj
give 100 flow storage,sentence
find,O
eight,B_quantity
electric,B_mep_obj
appliance,I_mep_obj
find eight electric appliance,sentence
show,O
every,B_quantity
elements,O
of,O
room,B_mep_obj
heater,I_mep_obj
show every elements of room heater,sentence
for,O
ten,B_quantity
instances,O
of,O
electric,B_mep_obj
outlet,I_mep_obj
for ten instances of electric outlet,sentence
show,O
two,B_quantity
segment,B_mep_obj
show two segment,sentence
give,O
me,O
each,B_quantity
instances,O
of,O
flow,B_mep_obj
meter,I_mep_obj
give me each instances of flow meter,sentence
give,O
45,B_quantity
elements,O
of,O
fans,B_mep_obj
give 45 elements of fans,sentence
10,B_quantity
sensors,B_mep_obj
10 sensors,sentence
find,O
25,B_quantity
objects,O
of,O
flow,B_mep_obj
meter,I_mep_obj
find 25 objects of flow meter,sentence
choose,O
three,B_quantity
items,O
of,O
flow,B_mep_obj
meter,I_mep_obj
choose three items of flow meter,sentence
give,O
53,B_quantity
objects,O
of,O
electric,B_mep_obj
outlet,I_mep_obj
give 53 objects of electric outlet,sentence
give,O
me,O
every,B_quantity
controller,B_mep_obj
give me every controller,sentence
choose,O
ten,B_quantity
examples,O
of,O
fire,B_mep_obj
suppression,I_mep_obj
terminal,I_mep_obj
choose ten examples of fire suppression terminal,sentence
highlight,O
8,B_quantity
instances,O
of,O
terminal,B_mep_obj
box,I_mep_obj
highlight 8 instances of terminal box,sentence
find,O
me,O
three,B_quantity
stack,B_mep_obj
terminal,I_mep_obj
find me three stack terminal,sentence
find,O
me,O
fourteen,B_quantity
instances,O
of,O
electric,B_mep_obj
outlet,I_mep_obj
find me fourteen instances of electric outlet,sentence
pick,O
2,B_quantity
waste,B_mep_obj
terminal,I_mep_obj
pick 2 waste terminal,sentence
for,O
20,B_quantity
valve,B_mep_obj
for 20 valve,sentence
mark,O
30,B_quantity
objects,O
of,O
silencer,B_mep_obj
mark 30 objects of silencer,sentence
show,O
me,O
each,B_quantity
instances,O
of,O
air,B_mep_obj
terminal,I_mep_obj
box,I_mep_obj
show me each instances of air terminal box,sentence
show,O
me,O
100,B_quantity
examples,O
of,O
fans,B_mep_obj
show me 100 examples of fans,sentence
select,O
35,B_quantity
items,O
of,O
control,B_mep_obj
element,I_mep_obj
select 35 items of control element,sentence
give,O
me,O
10,B_quantity
objects,O
of,O
sensors,B_mep_obj
give me 10 objects of sensors,sentence
choose,O
6,B_quantity
electric,B_mep_obj
appliance,I_mep_obj
choose 6 electric appliance,sentence
find,O
me,O
eleven,B_quantity
filters,B_mep_obj
find me eleven filters,sentence
mark,O
100,B_quantity
examples,O
of,O
fire,B_mep_obj
terminal,I_mep_obj
mark 100 examples of fire terminal,sentence
find,O
me,O
40,B_quantity
objects,O
of,O
duct,B_mep_obj
segment,I_mep_obj
find me 40 objects of duct segment,sentence
highlight,O
74,B_quantity
waste,B_mep_obj
terminal,I_mep_obj
highlight 74 waste terminal,sentence
pick,O
all,B_quantity
elements,O
of,O
pumps,B_mep_obj
pick all elements of pumps,sentence
give,O
me,O
all,B_quantity
compressors,B_mep_obj
give me all compressors,sentence
mark,O
each,B_quantity
instances,O
of,O
lamps,B_mep_obj
mark each instances of lamps,sentence
pick,O
one,B_quantity
items,O
of,O
duct,B_mep_obj
fitting,I_mep_obj
pick one items of duct fitting,sentence
mark,O
eight,B_quantity
silencer,B_mep_obj
mark eight silencer,sentence
give,O
me,O
controllers,B_mep_obj
give me controllers,sentence
choose,O
20,B_quantity
fans,B_mep_obj
choose 20 fans,sentence
find,O
thirteen,B_quantity
protective,B_mep_obj
device,I_mep_obj
find thirteen protective device,sentence
mark,O
three,B_quantity
controllers,B_mep_obj
mark three controllers,sentence
mark,O
pumps,B_mep_obj
mark pumps,sentence
show,O
me,O
one,B_quantity
objects,O
of,O
duct,B_mep_obj
segment,I_mep_obj
show me one objects of duct segment,sentence
mark,O
13,B_quantity
instances,O
of,O
controllers,B_mep_obj
mark 13 instances of controllers,sentence
select,O
57,B_quantity
instances,O
of,O
silencer,B_mep_obj
select 57 instances of silencer,sentence
mark,O
eight,B_quantity
controller,B_mep_obj
mark eight controller,sentence
give,O
me,O
six,B_quantity
outlets,B_mep_obj
give me six outlets,sentence
find,O
11,B_quantity
instances,O
of,O
unitary,B_mep_obj
control,I_mep_obj
element,I_mep_obj
find 11 instances of unitary control element,sentence
give,O
30,B_quantity
segments,B_mep_obj
give 30 segments,sentence
pick,O
12,B_quantity
sensors,B_mep_obj
pick 12 sensors,sentence
find,O
me,O
four,B_quantity
lamp,B_mep_obj
find me four lamp,sentence
find,O
every,B_quantity
light,B_mep_obj
fixture,I_mep_obj
in,O
addition,O
to,O
every,B_quantity
examples,O
of,O
electric,B_mep_obj
generators,I_mep_obj
find every light fixture in addition to every examples of electric generators,sentence
select,O
53,B_quantity
objects,O
of,O
controllers,B_mep_obj
",",O
together,O
with,O
each,B_quantity
cooling,B_mep_obj
tower,I_mep_obj
"select 53 objects of controllers , together with each cooling tower",sentence
highlight,O
one,B_quantity
dampers,B_mep_obj
",",O
and,O
every,B_quantity
chillers,B_mep_obj
coil,I_mep_obj
"highlight one dampers , and every chillers coil",sentence
give,O
30,B_quantity
objects,O
of,O
cable,B_mep_obj
segment,I_mep_obj
",",O
and,O
each,B_quantity
tube,B_mep_obj
bundles,I_mep_obj
"give 30 objects of cable segment , and each tube bundles",sentence
choose,O
13,B_quantity
light,B_mep_obj
fixture,I_mep_obj
in,O
addition,O
to,O
each,B_quantity
condensers,B_mep_obj
choose 13 light fixture in addition to each condensers,sentence
show,O
1,B_quantity
objects,O
of,O
cable,B_mep_obj
segment,I_mep_obj
and,O
2,B_quantity
objects,O
of,O
condenser,B_mep_obj
show 1 objects of cable segment and 2 objects of condenser,sentence
show,O
me,O
each,B_quantity
alarms,B_mep_obj
and,O
two,B_quantity
objects,O
of,O
heat,B_mep_obj
exchangers,I_mep_obj
show me each alarms and two objects of heat exchangers,sentence
show,O
8,B_quantity
examples,O
of,O
cable,B_mep_obj
carrier,I_mep_obj
fitting,I_mep_obj
",",O
together,O
with,O
14,B_quantity
elements,O
of,O
electric,B_mep_obj
motors,I_mep_obj
"show 8 examples of cable carrier fitting , together with 14 elements of electric motors",sentence
find,O
me,O
5,B_quantity
flow,B_mep_obj
instrument,I_mep_obj
",",O
&,O
57,B_quantity
electric,B_mep_obj
generators,I_mep_obj
"find me 5 flow instrument , & 57 electric generators",sentence
highlight,O
five,B_quantity
examples,O
of,O
pump,B_mep_obj
and,O
one,B_quantity
instances,O
of,O
exchanger,B_mep_obj
highlight five examples of pump and one instances of exchanger,sentence
give,O
me,O
three,B_quantity
lamp,B_mep_obj
plus,O
all,B_quantity
exchanger,B_mep_obj
give me three lamp plus all exchanger,sentence
pick,O
each,B_quantity
objects,O
of,O
protective,B_mep_obj
device,I_mep_obj
in,O
addition,O
to,O
2,B_quantity
examples,O
of,O
generators,B_mep_obj
pick each objects of protective device in addition to 2 examples of generators,sentence
13,B_quantity
cable,B_mep_obj
fitting,I_mep_obj
",",O
and,O
35,B_quantity
instances,O
of,O
electric,B_mep_obj
generator,I_mep_obj
"13 cable fitting , and 35 instances of electric generator",sentence
find,O
fifteen,B_quantity
heaters,B_mep_obj
and,O
four,B_quantity
exchangers,B_mep_obj
find fifteen heaters and four exchangers,sentence
for,O
each,B_quantity
items,O
of,O
electric,B_mep_obj
appliance,I_mep_obj
",",O
and,O
fourteen,B_quantity
elements,O
of,O
evaporators,B_mep_obj
"for each items of electric appliance , and fourteen elements of evaporators",sentence
for,O
fourteen,B_quantity
outlet,B_mep_obj
and,O
6,B_quantity
water,B_mep_obj
boiler,I_mep_obj
for fourteen outlet and 6 water boiler,sentence
highlight,O
8,B_quantity
objects,O
of,O
flow,B_mep_obj
instrument,I_mep_obj
as,O
well,O
as,O
8,B_quantity
heat,B_mep_obj
exchangers,I_mep_obj
highlight 8 objects of flow instrument as well as 8 heat exchangers,sentence
for,O
ten,B_quantity
examples,O
of,O
tank,B_mep_obj
and,O
6,B_quantity
chillers,B_mep_obj
coil,I_mep_obj
for ten examples of tank and 6 chillers coil,sentence
find,O
14,B_quantity
objects,O
of,O
waste,B_mep_obj
terminal,I_mep_obj
",",O
and,O
thirteen,B_quantity
exchangers,B_mep_obj
"find 14 objects of waste terminal , and thirteen exchangers",sentence
highlight,O
45,B_quantity
objects,O
of,O
fire,B_mep_obj
terminal,I_mep_obj
",",O
and,O
35,B_quantity
heat,B_mep_obj
exchanger,I_mep_obj
"highlight 45 objects of fire terminal , and 35 heat exchanger",sentence
choose,O
8,B_quantity
elements,O
of,O
fan,B_mep_obj
along,O
with,O
25,B_quantity
burner,B_mep_obj
choose 8 elements of fan along with 25 burner,sentence
show,O
every,B_quantity
lamp,B_mep_obj
and,O
2,B_quantity
cooled,B_mep_obj
beam,I_mep_obj
show every lamp and 2 cooled beam,sentence
highlight,O
14,B_quantity
examples,O
of,O
terminal,B_mep_obj
boxes,I_mep_obj
",",O
and,O
objects,O
of,O
boiler,B_mep_obj
"highlight 14 examples of terminal boxes , and objects of boiler",sentence
give,O
15,B_quantity
protective,B_mep_obj
device,I_mep_obj
&,O
all,B_quantity
evaporator,B_mep_obj
give 15 protective device & all evaporator,sentence
select,O
20,B_quantity
items,O
of,O
junction,B_mep_obj
box,I_mep_obj
and,O
every,B_quantity
engine,B_mep_obj
select 20 items of junction box and every engine,sentence
mark,O
six,B_quantity
items,O
of,O
controllers,B_mep_obj
",",O
in,O
addition,O
to,O
twelve,B_quantity
electric,B_mep_obj
motor,I_mep_obj
"mark six items of controllers , in addition to twelve electric motor",sentence
give,O
45,B_quantity
terminal,B_mep_obj
box,I_mep_obj
and,O
25,B_quantity
elements,O
of,O
electric,B_mep_obj
generators,I_mep_obj
give 45 terminal box and 25 elements of electric generators,sentence
pick,O
instances,O
of,O
actuator,B_mep_obj
and,O
six,B_quantity
items,O
of,O
burner,B_mep_obj
pick instances of actuator and six items of burner,sentence
pick,O
four,B_quantity
flow,B_mep_obj
storage,I_mep_obj
",",O
in,O
addition,O
to,O
nine,B_quantity
electric,B_mep_obj
motors,I_mep_obj
"pick four flow storage , in addition to nine electric motors",sentence
show,O
eight,B_quantity
pipe,B_mep_obj
fitting,I_mep_obj
along,O
with,O
elements,O
of,O
air,B_mep_obj
to,I_mep_obj
air,I_mep_obj
heat,I_mep_obj
recovery,I_mep_obj
show eight pipe fitting along with elements of air to air heat recovery,sentence
highlight,O
3,B_quantity
columns,B_built_obj
objects,O
",",O
and,O
11,B_quantity
cooler,B_mep_obj
"highlight 3 columns objects , and 11 cooler",sentence
select,O
fourteen,B_quantity
window,B_built_obj
",",O
and,O
three,B_quantity
heat,B_mep_obj
exchangers,I_mep_obj
"select fourteen window , and three heat exchangers",sentence
50,B_quantity
door,B_built_obj
elements,O
",",O
and,O
four,B_quantity
unitary,B_mep_obj
equipment,I_mep_obj
"50 door elements , and four unitary equipment",sentence
show,O
three,B_quantity
stair,B_built_obj
case,I_built_obj
and,O
objects,O
of,O
solar,B_mep_obj
devices,I_mep_obj
show three stair case and objects of solar devices,sentence
all,B_quantity
railing,B_built_obj
&,O
each,B_quantity
transformers,B_mep_obj
all railing & each transformers,sentence
two,B_quantity
covering,B_built_obj
items,O
and,O
each,B_quantity
tube,B_mep_obj
bundles,I_mep_obj
two covering items and each tube bundles,sentence
find,O
me,O
two,B_quantity
facade,B_built_obj
shadings,I_built_obj
along,O
with,O
ten,B_quantity
engines,B_mep_obj
find me two facade shadings along with ten engines,sentence
give,O
stair,B_built_obj
case,I_built_obj
objects,O
",",O
in,O
addition,O
to,O
40,B_quantity
air-to-air,B_mep_obj
heat,I_mep_obj
recovery,I_mep_obj
"give stair case objects , in addition to 40 air-to-air heat recovery",sentence
select,O
six,B_quantity
pile,B_built_obj
",",O
&,O
3,B_quantity
objects,O
of,O
generators,B_mep_obj
"select six pile , & 3 objects of generators",sentence
pick,O
window,B_built_obj
items,O
together,O
with,O
10,B_quantity
boiler,B_mep_obj
pick window items together with 10 boiler,sentence
find,O
me,O
stairs,B_built_obj
and,O
3,B_quantity
electric,B_mep_obj
generator,I_mep_obj
find me stairs and 3 electric generator,sentence
show,O
35,B_quantity
facade,B_built_obj
shadings,I_built_obj
objects,O
and,O
100,B_quantity
boiler,B_mep_obj
show 35 facade shadings objects and 100 boiler,sentence
15,B_quantity
curtain,B_built_obj
wall,I_built_obj
",",O
&,O
five,B_quantity
items,O
of,O
motor,B_mep_obj
connection,I_mep_obj
"15 curtain wall , & five items of motor connection",sentence
pick,O
6,B_quantity
pile,B_built_obj
&,O
fourteen,B_quantity
evaporator,B_mep_obj
pick 6 pile & fourteen evaporator,sentence
mark,O
20,B_quantity
structural,B_built_obj
member,I_built_obj
objects,O
in,O
addition,O
to,O
all,B_quantity
generator,B_mep_obj
mark 20 structural member objects in addition to all generator,sentence
choose,O
7,B_quantity
facade,B_built_obj
shadings,I_built_obj
",",O
in,O
addition,O
to,O
25,B_quantity
burners,B_mep_obj
"choose 7 facade shadings , in addition to 25 burners",sentence
show,O
me,O
14,B_quantity
curtain,B_built_obj
wall,I_built_obj
and,O
heat,B_mep_obj
exchanger,I_mep_obj
show me 14 curtain wall and heat exchanger,sentence
mark,O
each,B_quantity
shading,B_built_obj
elements,I_built_obj
along,O
with,O
fourteen,B_quantity
items,O
of,O
condensers,B_mep_obj
mark each shading elements along with fourteen items of condensers,sentence
give,O
11,B_quantity
finishing,B_built_obj
",",O
&,O
25,B_quantity
chillers,B_mep_obj
coil,I_mep_obj
"give 11 finishing , & 25 chillers coil",sentence
45,B_quantity
piles,B_built_obj
",",O
and,O
each,B_quantity
transformer,B_mep_obj
"45 piles , and each transformer",sentence
pick,O
50,B_quantity
shading,B_built_obj
elements,I_built_obj
and,O
seven,B_quantity
objects,O
of,O
cooling,B_mep_obj
tower,I_mep_obj
pick 50 shading elements and seven objects of cooling tower,sentence
highlight,O
nine,B_quantity
finishings,B_built_obj
",",O
plus,O
every,B_quantity
elements,O
of,O
solar,B_mep_obj
devices,I_mep_obj
"highlight nine finishings , plus every elements of solar devices",sentence
show,O
footings,B_built_obj
objects,O
",",O
as,O
well,O
as,O
elements,O
of,O
water,B_mep_obj
boiler,I_mep_obj
"show footings objects , as well as elements of water boiler",sentence
show,O
me,O
40,B_quantity
piles,B_built_obj
",",O
in,O
addition,O
to,O
5,B_quantity
heat,B_mep_obj
exchangers,I_mep_obj
"show me 40 piles , in addition to 5 heat exchangers",sentence
show,O
me,O
eight,B_quantity
member,B_built_obj
in,O
addition,O
to,O
items,O
of,O
generators,B_mep_obj
show me eight member in addition to items of generators,sentence
seven,B_quantity
doors,B_built_obj
and,O
5,B_quantity
unitary,B_mep_obj
equipment,I_mep_obj
seven doors and 5 unitary equipment,sentence
show,O
me,O
50,B_quantity
plate,B_built_obj
",",O
in,O
addition,O
to,O
2,B_quantity
air-to-air,B_mep_obj
heat,I_mep_obj
recovery,I_mep_obj
"show me 50 plate , in addition to 2 air-to-air heat recovery",sentence
mark,O
stair,B_built_obj
railing,I_built_obj
instances,O
",",O
and,O
35,B_quantity
boilers,B_mep_obj
"mark stair railing instances , and 35 boilers",sentence
